id	GENCODE	chromHMM	CAGE
TRANS_XXd2_chr11_plus_NR83	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR84	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR85	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR86	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR87	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR88	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR89	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR90	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR91	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR92	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR93	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR94	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR95	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR96	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR97	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR98	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR99	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR100	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR101	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR102	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR103	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR104	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR105	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR106	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR107	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR108	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR109	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR110	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR111	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR112	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR113	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR114	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR115	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR116	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR117	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR118	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR119	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR120	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR121	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR122	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR123	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR124	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR125	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR126	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR127	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR128	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR129	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR130	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR131	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR132	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR133	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR134	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR135	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR136	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR137	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR138	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR139	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR140	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR141	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR142	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR143	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR144	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR145	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR146	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR147	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR148	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR149	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR150	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR151	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR152	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR153	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR154	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR155	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR156	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR157	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR158	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR159	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR160	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR161	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR162	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR163	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR164	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR165	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR166	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR167	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR168	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR169	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR170	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR171	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR172	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR173	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR174	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR175	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR176	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR177	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR178	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR179	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR180	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR181	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR182	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR183	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR184	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR185	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR186	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR187	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR188	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR189	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR190	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR191	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR192	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR193	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR194	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR195	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR196	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR197	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR198	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR199	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR200	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR201	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR202	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR203	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR204	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR205	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR206	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR207	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR208	FALSE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR209	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR210	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR211	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR212	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR213	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR214	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR215	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR216	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR217	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR218	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR219	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR220	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR221	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR222	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR223	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR224	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR225	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR226	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR227	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR228	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR229	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR230	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR231	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR232	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR233	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR234	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR235	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR236	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR237	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR238	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR239	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR240	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR241	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR242	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR243	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR244	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR245	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR246	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR247	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR248	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR249	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR250	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR251	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR252	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR253	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR254	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR255	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR256	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR257	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR258	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR259	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR260	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR261	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR262	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR263	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR264	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR265	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR266	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR267	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR268	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR269	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR270	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR271	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR272	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR273	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR274	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR275	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR276	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR277	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR278	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR279	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR280	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR281	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR282	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR283	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR284	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR285	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR286	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR287	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR288	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR289	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR290	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR291	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR292	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR293	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR294	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR295	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR296	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR297	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR298	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR299	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR300	TRUE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR301	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR302	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR303	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR304	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR305	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR306	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR307	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR308	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR309	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR310	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR311	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR312	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR313	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR314	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR315	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR316	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR317	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR318	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR319	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR320	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR321	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR322	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR323	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR324	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR325	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR326	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR327	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR328	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR329	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR330	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR331	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR332	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR333	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR334	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR335	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR336	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR337	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR338	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR339	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR340	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR341	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR342	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR343	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR344	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR345	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR346	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR347	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR348	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR349	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR350	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR351	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR352	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR353	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR354	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR355	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR356	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR357	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR358	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR359	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR360	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR361	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR362	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR363	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR364	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR365	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR366	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR367	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR368	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR369	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR370	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR371	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR372	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR373	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR374	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR375	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR376	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR377	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR378	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR379	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR380	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR381	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR382	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR383	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR384	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR385	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR386	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR387	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR388	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR389	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR390	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR391	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR392	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR393	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR394	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR395	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR396	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR397	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR398	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR399	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR400	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR401	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR402	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR403	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR404	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR405	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR406	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR407	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR408	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR409	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR410	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR411	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR412	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR413	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR414	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR415	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR416	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR417	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR418	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR419	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR420	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR421	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR422	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR423	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR424	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR425	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR426	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR427	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR428	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR429	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR430	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR431	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR432	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR433	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR434	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR435	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR436	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR437	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR438	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR439	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR440	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR441	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR442	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR443	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR444	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR445	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR446	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR447	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR448	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR449	TRUE	FALSE	FALSE
TRANS_XXd2_chr11_plus_NR450	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR451	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR452	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR453	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR454	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR455	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR456	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR457	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR458	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR459	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR460	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR461	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR462	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR463	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR464	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR465	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR466	TRUE	FALSE	TRUE
TRANS_XXd2_chr11_plus_NR467	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR468	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR469	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR470	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR471	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR472	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR473	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR474	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR475	TRUE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR476	FALSE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR477	TRUE	promoter	TRUE
TRANS_XXd2_chr11_plus_NR478	FALSE	enhancer	FALSE
TRANS_XXd2_chr11_plus_NR479	FALSE	promoter	FALSE
TRANS_XXd2_chr11_plus_NR480	TRUE	promoter	TRUE
